start,end,speaker,text,confidence
1453.004,1459.426,SPEAKER_02,"And honestly, there's so many stories I would not have told, not because, you know, I don't know.",1.0
1463.568,1464.868,SPEAKER_02,My mom was totally fucked.,1.0
1466.789,1467.389,SPEAKER_02,Someone helped her.,1.0
1469.75,1470.37,SPEAKER_02,I paid them back.,1.0
1471.711,1475.952,SPEAKER_03,"And that person was a landlord, gave her and you a place to live.",1.0
1480.319,1482.321,SPEAKER_03, And they still own a jewelry store.,1.0
1482.541,1487.665,SPEAKER_03,And how did you... I just buy a lot of stuff from them to this day. Yeah.,1.0
1488.906,1492.128,SPEAKER_03,And what is there for others to learn from that?,1.0
1492.869,1494.15,SPEAKER_02,Very few people help you.,1.0
1495.09,1501.735,SPEAKER_02,"And it's like her, the helping my mom, Mrs. Schneider, kind of helped me.",1.0
1501.755,1503.357,SPEAKER_02,A bunch of people.,1.0
1503.957,1506.859,SPEAKER_02,"In general, people don't help you, which is totally okay.",1.0
1506.899,1509.121,SPEAKER_02,But the ones that do are special.,1.0
1510.43,1519.037,SPEAKER_03," And something that Palantir is doing is you have a fellowship now for high school students, people without degrees, without credentials.",1.0
1519.818,1522.0,SPEAKER_03,You just tried the inaugural class.,1.0
1522.3,1523.181,SPEAKER_03,What did you learn from that?,1.0
1523.241,1524.482,SPEAKER_03,And are you going to do more of that?,1.0
1526.713,1536.904,SPEAKER_02, I learned there's a lot of very talented people who would be better off learning domain-specific things than being indoctrinated at quasi-elite schools that don't value them.,1.0
1538.685,1544.632,SPEAKER_02,"I've learned, and I hope that other people will copy this, and we're going to do more and more.",1.0
1544.932,1546.233,SPEAKER_02,It's good for the nation.,1.0
1546.854,1547.755,SPEAKER_02,It's great for Palantir.,1.0
1548.504,1553.209,SPEAKER_03, And so you don't necessarily have to go to college to be successful.,1.0
1553.269,1556.672,SPEAKER_03,"And it sounds like you're going to invest more in vocational training, high school training.",1.0
1557.614,1559.535,SPEAKER_02," Well, yeah, we probably should do that too.",1.0
1559.595,1561.496,SPEAKER_02,"But like, you know, like first of all, we just kicked it off.",1.0
1561.516,1563.017,SPEAKER_02,"We were the first company, I think, to do this.",1.0
1563.077,1571.302,SPEAKER_02,"I think other people, we've had actually nations, an interesting thing is we have a number of nations call us like at the national level and saying, hey, we want to learn from this.",1.0
1572.182,1572.702,SPEAKER_02,Is it outside?,1.0
1573.043,1574.003,SPEAKER_03,From the high school program?,1.0
1574.303,1574.944,SPEAKER_02,"Yeah, like, yeah.",1.0
1575.044,1582.268,SPEAKER_02,"One of the more fascinating things is, I mean, I can't give details, but we had like a nation state saying, could you come over and teach us how to do this?",1.0
1582.368,1583.128,SPEAKER_02,And are you going to do it?,1.0
1583.248,1583.889,SPEAKER_03,"Yeah, of course.",1.0
1584.609,1586.45,SPEAKER_03,And what are you going to teach them or what is the secret?,1.0
1586.93,1588.791,SPEAKER_02," Uh, well, it's, I mean, selection.",1.0
1588.851,1589.531,SPEAKER_02,How do you select?,1.0
1589.591,1590.311,SPEAKER_02,How do you train?,1.0
1590.431,1593.312,SPEAKER_02,How do you provide like what we're doing with them?,1.0
1593.352,1594.612,SPEAKER_02,"By the way, it's not indoctrination.",1.0
1594.632,1595.292,SPEAKER_02,That's really interesting.,1.0
1595.332,1599.213,SPEAKER_02,"People think we're just like, you come here and you learn there's only one way to do something ideologically.",1.0
1599.293,1604.074,SPEAKER_02,"No, we're, we're exposing them to a wide swath of kind of core.",1.0
1604.334,1606.615,SPEAKER_03,Because there's like a Western Civ element to it.,1.0
1607.355,1608.676,SPEAKER_02," Yeah, but it's like Western Civ.",1.0
1608.696,1611.378,SPEAKER_02,And then we have a lot of people actually who've built things coming in.,1.0
1611.838,1614.56,SPEAKER_02,"So we've had a lot of ex-Palantirians, current Palantirians.",1.0
1615.341,1616.042,SPEAKER_02,I don't know.,1.0
1616.062,1620.285,SPEAKER_02,"Some of the people may not want to be named, but like titans of industry, like you'd be a perfect person. Come in.",1.0
1620.745,1622.186,SPEAKER_02,What does it mean to be a journalist?,1.0
1622.266,1623.667,SPEAKER_02,What does it mean to manage journalists?,1.0
1624.027,1625.368,SPEAKER_02,What does it mean to build a company?,1.0
1625.429,1626.389,SPEAKER_02,What are the assumptions?,1.0
1626.429,1627.15,SPEAKER_02,What have I learned?,1.0
1627.55,1628.911,SPEAKER_02,What does it mean to be selective?,1.0
1628.931,1633.134,SPEAKER_02,"I mean, like we want... And then like what you won't hear, by the way, we have like...",1.0
1634.235,1636.616,SPEAKER_02, We have very prominent establishment progressives.,1.0
1636.716,1647.378,SPEAKER_02,"I would say one of the things that I'm pretty adamant about is I actually care less about ideology and more about, is this person at the pinnacle of their success?",1.0
1651.279,1653.5,SPEAKER_03,"So as we say goodbye here, you just turned 58.",1.0
1654.7,1655.92,SPEAKER_03,You look a lot less.,1.0
1655.96,1660.101,SPEAKER_03,You just put on this skiing gear.,1.0
1660.621,1662.582,SPEAKER_03,What is your latest longevity hack?,1.0
1664.105,1670.19,SPEAKER_02, You have to do technical Norwegian style cardiovascular training. Look that up.,1.0
1670.61,1671.431,SPEAKER_02,It's a longer story.,1.0
1671.871,1676.135,SPEAKER_02,But the normal cardiovascular training is basically at a certain level not so valuable.,1.0
1676.375,1680.078,SPEAKER_03,"And then just some framing bracketing, as you would say, for our viewers.",1.0
1680.358,1684.321,SPEAKER_03,So Norway has by far the most medals in the Winter Olympics.,1.0
1684.942,1687.484,SPEAKER_03,"And your theory is that it's because of this kind of training. Well, it's...",1.0
1688.084,1697.412,SPEAKER_02," It's not just because of that, but I think if you did a regression of all humans with VO2s above 90, you would find 98% were Norwegian.",1.0
1697.952,1704.837,SPEAKER_02,"And there's probably a genetic element, but there's the way that they train, which is basically being very careful about when you're in zone one.",1.0
1705.718,1707.84,SPEAKER_02, and zone four and not being in zone two.,1.0
1708.28,1710.321,SPEAKER_02,"And then you, people should just look it up with that.",1.0
1710.421,1715.605,SPEAKER_02,"And then every, what I've changed now is every second or third day I do pure strength.",1.0
1715.925,1722.65,SPEAKER_02,"And I used to do just that and kind of internal strength, but I think that really helps.",1.0
1722.71,1727.534,SPEAKER_02,"And then I do do like, I think something meditative, like I do Tai Chi every day.",1.0
1727.634,1729.575,SPEAKER_02,I think those are the Chinese martial art.,1.0
1729.595,1730.676,SPEAKER_03,How does that change your life?,1.0
1731.517,1740.805,SPEAKER_02," Well, if you're an entrepreneur doing something that elicits cortisone, you want something that rebalances your softer and harder energy.",1.0
1741.406,1742.087,SPEAKER_02,And it does that.,1.0
1742.267,1743.948,SPEAKER_02,And it helps with sleep a lot.,1.0
1744.229,1747.372,SPEAKER_03,"You told me that you looked at me and you said, I've been sweeping more.",1.0
1747.592,1748.352,SPEAKER_03,How much do you sweep?,1.0
1749.453,1751.676,SPEAKER_02,"I mean, I'm primarily a creative human.",1.0
1752.056,1752.697,SPEAKER_02,I really...,1.0
1753.9,1755.882,SPEAKER_02, My best work is done if I get eight hours sleep.,1.0
1756.643,1766.251,SPEAKER_02,"I can't always do that because I'm traveling and it's hard, but I really strive for eight hours quality sleep because what I notice is I just feel better, my brain works better, and yeah.",1.0
1766.772,1770.135,SPEAKER_03,"Alex Karp, thanks for mixing it up with the Axios show. Thank you.",1.0
